,,data,Edward_II_Marlowe.tok,Hamlet_Shakespeare.tok,Henry_VI_Part1_Shakespeare.tok,Henry_VI_Part2_Shakespeare.tok,Jew_of_Malta_Marlowe.tok,Richard_II_Shakespeare.tok
s,121,many,0.00038780357748800234,0.00059804638181939,0.00047409093064049683,0.0003999680025597952,0.0006228412887152483,0.0007625712106939398
s,122,may,0.002326821464928014,0.0023257359292976278,0.002275636467074385,0.0015998720102391808,0.0020383896721589945,0.0021531422419593595
s,123,me,0.010858500169664066,0.0077413781646621035,0.006921727587351254,0.00827933765298776,0.013306154804371213,0.007760283497061858
s,124,men,0.001308837074022008,0.00046514718585952553,0.001043000047409093,0.0011199104071674265,0.0010191948360794973,0.0019288565917552594
s,125,might,0.0005817053662320035,0.0010631935676789156,0.0005215000237045465,0.00047996160307175426,0.0005662193533774985,0.00031399991028573993
s,126,more,0.0023752969121140144,0.0031895807030367465,0.0020385910017541365,0.0022798176145908326,0.002604609025536493,0.0023325707621226393
s,127,most,0.00033932813030200206,0.0027244335171772213,0.000758545489024795,0.0005599552035837133,0.0006794632240529981,0.0007625712106939398
s,128,much,0.0010179843909060061,0.0016612399494983056,0.0006637273028966956,0.0005999520038396928,0.0014721703187814959,0.0008971426008163997
s,129,must,0.002957002278346018,0.0019934879393979665,0.0011852273266012422,0.0009599232061435085,0.0023781212841854932,0.0022428565020409996
s,130,my,0.022589558388676136,0.017044321881852616,0.015360546152752098,0.01655867530597552,0.017099824472000452,0.020948279729062935
s,131,myself,0.0004847544718600029,0.0003654727888896272,0.0005689091167685962,0.0010799136069114472,0.0008493290300662477,0.0011662853810613196
s,132,need,0.0002908526831160017,0.00013289919595986445,0.00014222727919214906,0.0001999840012798976,0.00022648774135099938,0.00022428565020409994
s,133,needs,9.695089437200058e-05,0.00023257359292976277,,0.0001999840012798976,0.00022648774135099938,8.971426008163998e-05
s,134,never,0.0011149352852780068,0.0008638447737391189,0.0011852273266012422,0.00167986561075114,0.0010191948360794973,0.0010765711209796797
s,135,new,0.00024237723593000145,6.644959797993223e-05,0.00023704546532024842,0.00011999040076793856,0.00033973161202649905,0.0004485713004081999
s,136,next,0.00024237723593000145,0.00016612399494983054,0.0003318636514483478,0.00047996160307175426,5.6621935337749844e-05,0.00031399991028573993
s,137,no,0.0029085268311600174,0.0038208518838461028,0.003982363817380173,0.003679705623550116,0.0041900232149934885,0.003857713183510519
s,138,not,0.010858500169664066,0.010366137284869426,0.008391409472336794,0.008119350451963842,0.01115452126153672,0.009195711658368098
s,139,nothing,0.00019390178874400117,0.0010299687686889493,0.00023704546532024842,0.00023998080153587713,0.00039635354736424893,0.0011214282510204998
s,140,now,0.003878035774880023,0.0032560303010166786,0.0035082728867396767,0.00335973122150228,0.006341656757827983,0.0026914278024491992
s,141,nowhere,9.695089437200058e-05,,,,,
s,142,o,0.0019390178874400116,0.005050169446474849,0.002086000094818186,0.0021198304135669147,0.0005662193533774985,0.0020634279818777194
s,143,of,0.019293227980028117,0.0218619177353977,0.02545868297539468,0.021038316934645227,0.017496178019364702,0.022607993540573273
s,144,off,0.0008240826021620049,0.0004983719848494916,0.00042668183757644715,0.00047996160307175426,0.0005095974180397486,0.0009868568608980396
s,145,often,9.695089437200058e-05,6.644959797993223e-05,9.481818612809937e-05,0.0001999840012798976,,4.485713004081999e-05
s,146,old,0.00033932813030200206,0.0006644959797993222,0.00047409093064049683,0.00043996480281577473,0.00022648774135099938,0.0010765711209796797
s,147,on,0.0032478549614620195,0.004153099873745764,0.0034134547006115772,0.0031197504199664025,0.002491365154860993,0.0039474274435921585
s,148,once,0.0004847544718600029,0.0006312711808093561,0.000900772768216944,0.00023998080153587713,0.00033973161202649905,0.0006728569506122998
s,149,one,0.0008725580493480052,0.001528340753538441,0.0017541364433698383,0.0012798976081913446,0.0023781212841854932,0.0017494280715919794
s,150,only,0.00019390178874400117,0.00016612399494983054,0.00042668183757644715,0.00031997440204783615,0.00045297548270199875,0.00017942852016327997
s,151,open,0.00019390178874400117,9.967439696989833e-05,0.00047409093064049683,0.00023998080153587713,0.00022648774135099938,0.00035885704032655993
s,152,opened,4.847544718600029e-05,,,,,
s,153,or,0.003005477725532018,0.003654727888896272,0.0041245910965723226,0.0030397568194544438,0.002547987090198743,0.002736284932490019
s,154,other,0.0005332299190460032,0.00046514718585952553,0.0007111363959607452,0.0003599712023038157,0.0009059509654039975,0.0007177140806531199
s,155,others,0.00024237723593000145,0.00013289919595986445,0.00014222727919214906,0.00015998720102391808,,0.00013457139012245997
s,156,our,0.004508216588298027,0.003920526280816001,0.0044090456549566205,0.002839772818174546,0.003284072249589491,0.005831426905306599
s,157,out,0.0006301808134180038,0.0017609143464682039,0.0019911819086900866,0.0006799456043516519,0.0011890606420927466,0.0011662853810613196
s,158,over,0.00019390178874400117,0.00013289919595986445,0.00018963637225619874,0.0005199584033277338,,0.00022428565020409994
s,159,part,0.0004847544718600029,0.0007641703767692205,0.00042668183757644715,0.00031997440204783615,0.0006228412887152483,0.0005382855604898399
s,160,parted,9.695089437200058e-05,,,,5.6621935337749844e-05,8.971426008163998e-05
s,161,parting,4.847544718600029e-05,,4.7409093064049684e-05,3.999680025597952e-05,,0.00013457139012245997
s,162,parts,4.847544718600029e-05,9.967439696989833e-05,9.481818612809937e-05,0.00015998720102391808,,4.485713004081999e-05
s,163,perhaps,9.695089437200058e-05,0.00016612399494983054,0.00014222727919214906,,0.00011324387067549969,4.485713004081999e-05
s,164,place,0.0004847544718600029,0.000299023190909695,0.0008059545820888447,0.0005199584033277338,0.0006794632240529981,0.00017942852016327997
s,165,places,4.847544718600029e-05,3.3224798989966113e-05,4.7409093064049684e-05,3.999680025597952e-05,,4.485713004081999e-05
s,166,point,0.00019390178874400117,0.00016612399494983054,4.7409093064049684e-05,0.0001999840012798976,,0.00026914278024491994
s,167,present,0.00014542634155800086,9.967439696989833e-05,4.7409093064049684e-05,0.0001999840012798976,0.00028310967668874923,0.00022428565020409994
s,168,put,0.00014542634155800086,0.0007641703767692205,4.7409093064049684e-05,0.0003599712023038157,0.00039635354736424893,0.00022428565020409994
s,169,r,4.847544718600029e-05,,,,,
s,170,rather,0.0005332299190460032,0.00016612399494983054,0.0003318636514483478,0.00015998720102391808,0.0005662193533774985,0.00022428565020409994
s,171,right,0.0007756071549760047,0.0003654727888896272,0.0003792727445123975,0.00031997440204783615,0.00016986580601324953,0.0006728569506122998
s,172,room,0.00014542634155800086,6.644959797993223e-05,,,5.6621935337749844e-05,8.971426008163998e-05
s,173,said,9.695089437200058e-05,0.0004983719848494916,0.0003318636514483478,0.00043996480281577473,0.00033973161202649905,0.00035885704032655993
s,174,same,4.847544718600029e-05,0.0003986975878795933,9.481818612809937e-05,0.00023998080153587713,0.00011324387067549969,4.485713004081999e-05
s,175,say,0.0009210334965340056,0.001827363944448136,0.0014222727919214904,0.0021598272138228943,0.0011890606420927466,0.0022428565020409996
s,176,says,4.847544718600029e-05,0.0002657983919197289,0.00014222727919214906,0.00011999040076793856,0.00011324387067549969,0.00026914278024491994
s,177,second,9.695089437200058e-05,0.0003322479898996611,0.00014222727919214906,0.00015998720102391808,5.6621935337749844e-05,4.485713004081999e-05
s,178,see,0.0028600513839740173,0.001528340753538441,0.0015645000711136396,0.001839852811775058,0.002887718702225242,0.0018839994617144396
s,179,seem,9.695089437200058e-05,0.0003986975878795933,4.7409093064049684e-05,7.999360051195904e-05,0.00022648774135099938,0.00035885704032655993
s,180,seems,4.847544718600029e-05,0.00013289919595986445,9.481818612809937e-05,7.999360051195904e-05,,4.485713004081999e-05
s,181,several,9.695089437200058e-05,3.3224798989966113e-05,0.00018963637225619874,0.00011999040076793856,,8.971426008163998e-05
s,182,shall,0.006931988947598042,0.0037876270848561364,0.00450386384108472,0.005319574434045277,0.005548949663099485,0.004575427264163639
s,183,she,0.0007271317077900043,0.001528340753538441,0.0019911819086900866,0.0010399168066554676,0.0027178528962119924,0.00013457139012245997
s,184,should,0.001308837074022008,0.0018938135424280682,0.0019911819086900866,0.002239820814334853,0.0013589264481059962,0.0016148566814695195
s,185,show,0.00014542634155800086,0.0006977207787892884,4.7409093064049684e-05,0.0005199584033277338,0.00022648774135099938,0.0007177140806531199
s,186,showed,4.847544718600029e-05,,,,5.6621935337749844e-05,
s,187,shows,0.00014542634155800086,0.00023257359292976277,4.7409093064049684e-05,0.00011999040076793856,5.6621935337749844e-05,0.00013457139012245997
s,188,side,0.00019390178874400117,6.644959797993223e-05,0.0008533636751528943,0.00023998080153587713,5.6621935337749844e-05,0.00031399991028573993
s,189,sides,4.847544718600029e-05,9.967439696989833e-05,,3.999680025597952e-05,,
s,190,since,0.00024237723593000145,0.0005315967838394578,0.0008059545820888447,0.0001999840012798976,0.0007927070947284979,0.0008074283407347598
s,191,small,0.00014542634155800086,3.3224798989966113e-05,4.7409093064049684e-05,0.0001999840012798976,0.00022648774135099938,0.00031399991028573993
s,192,so,0.005962480003878036,0.0064456110040534255,0.005973545726070261,0.005279577633789297,0.00730422965856973,0.005696855515184138
s,193,some,0.0004362790246740026,0.0016944647484882717,0.001043000047409093,0.0007199424046076314,0.0014155483834437461,0.0019288565917552594
s,194,something,0.00019390178874400117,0.0003986975878795933,4.7409093064049684e-05,,0.00022648774135099938,8.971426008163998e-05
s,195,state,0.00019390178874400117,0.00043192238686955945,0.00018963637225619874,0.0005199584033277338,0.00011324387067549969,0.0007625712106939398
s,196,still,0.0007271317077900043,0.0006312711808093561,0.0005215000237045465,0.0006399488040956723,0.00039635354736424893,0.0005831426905306598
s,197,such,0.0014057879683940084,0.00179413914545817,0.0017067273503057886,0.0015198784097272219,0.0014721703187814959,0.0008971426008163997
s,198,sure,0.00033932813030200206,0.000299023190909695,0.00042668183757644715,0.00027997760179185663,0.0005662193533774985,4.485713004081999e-05
s,199,t,9.695089437200058e-05,3.3224798989966113e-05,,3.999680025597952e-05,5.6621935337749844e-05,
s,200,take,0.0015996897571380097,0.0011628679646488139,0.0013274546057933912,0.0014398848092152627,0.0015287922541192458,0.0013008567711837796
s,201,taken,0.0002908526831160017,6.644959797993223e-05,9.481818612809937e-05,7.999360051195904e-05,0.00011324387067549969,4.485713004081999e-05
s,202,than,0.0020844442289980124,0.0016944647484882717,0.001943772815626037,0.001999840012798976,0.001811901930807995,0.0018391423316736195
s,203,that,0.013815502448010082,0.013422818791946308,0.01208931873133267,0.01175905927525798,0.013419398675046714,0.012784282061633697
s,204,the,0.0336419603470842,0.03641437969300286,0.031527046887593044,0.03591712662986961,0.030236113470358417,0.031983133719104655
s,205,their,0.0028600513839740173,0.0018605887434381021,0.002844545583842981,0.0026397888168946484,0.003284072249589491,0.0028708563226124795
s,206,them,0.002666149595230016,0.0024254103262675263,0.0019911819086900866,0.0034397248220142387,0.0027178528962119924,0.0014802852913470596
s,207,then,0.002666149595230016,0.002093162336367865,0.0031290001422272793,0.001919846412287017,0.004020157408980239,0.0023325707621226393
s,208,there,0.0017935915458820108,0.0031563559040467806,0.0018963637225619873,0.0014398848092152627,0.003340694184927241,0.0020185708518368995
s,209,therefore,0.0018420669930680111,0.0004983719848494916,0.0009955909543450433,0.0011199104071674265,0.0014721703187814959,0.00031399991028573993
s,210,these,0.0036841339861360223,0.0015947903515183732,0.002086000094818186,0.002759779217662587,0.001811901930807995,0.0015251424213878796
s,211,they,0.0024237723593000145,0.0031895807030367465,0.0029393637699710803,0.002839772818174546,0.004303267085668988,0.0026465706724083794
s,212,things,0.00014542634155800086,0.0003654727888896272,0.00014222727919214906,0.0003599712023038157,0.00033973161202649905,0.00026914278024491994
s,213,think,0.0009695089437200058,0.0016280151505083393,0.0007111363959607452,0.000919926405887529,0.0013023045127682465,0.0006728569506122998
s,214,thinks,9.695089437200058e-05,,9.481818612809937e-05,0.00011999040076793856,5.6621935337749844e-05,
s,215,this,0.008628629599108052,0.00973486610406007,0.00886550040297729,0.007319414446844252,0.007417473529245229,0.007715426367021038
s,216,those,0.00038780357748800234,0.0006977207787892884,0.00042668183757644715,0.0003999680025597952,0.0007927070947284979,0.0006728569506122998
s,217,though,0.0006301808134180038,0.0007973951757591866,0.0003318636514483478,0.00047996160307175426,0.0005095974180397486,0.0008971426008163997
s,218,thought,0.0004847544718600029,0.0003654727888896272,0.0003318636514483478,0.0005999520038396928,0.00028310967668874923,0.0004485713004081999
s,219,thoughts,0.00014542634155800086,0.0005648215828294239,0.00023704546532024842,0.00043996480281577473,0.00011324387067549969,0.0006279998205714799
s,220,through,0.00019390178874400117,0.0002657983919197289,0.00047409093064049683,0.0005199584033277338,0.00045297548270199875,0.0006279998205714799
s,221,thus,0.0025691987008580153,0.0013622167585886106,0.0011852273266012422,0.0009599232061435085,0.003000962572900742,0.0012559996411429597
s,222,to,0.022589558388676136,0.02418765366469533,0.022282273740103352,0.023038156947444204,0.02128984768699394,0.024985421432736733
s,223,together,9.695089437200058e-05,0.0003986975878795933,0.00018963637225619874,0.0003599712023038157,0.00016986580601324953,0.00017942852016327997
s,224,too,0.0010179843909060061,0.0016944647484882717,0.0008533636751528943,0.0006799456043516519,0.0015287922541192458,0.0017045709415511596
s,225,turn,0.00019390178874400117,0.0003654727888896272,0.0006637273028966956,0.00031997440204783615,0.0006794632240529981,0.00031399991028573993
s,226,turned,9.695089437200058e-05,3.3224798989966113e-05,,3.999680025597952e-05,0.00022648774135099938,
s,227,turns,9.695089437200058e-05,3.3224798989966113e-05,,,,8.971426008163998e-05
s,228,two,0.00019390178874400117,0.0006644959797993222,0.0005689091167685962,0.0003999680025597952,0.0006794632240529981,0.0004485713004081999
s,229,under,0.00014542634155800086,0.00013289919595986445,0.00023704546532024842,0.0003599712023038157,0.0005095974180397486,0.0004037141703673799
s,230,up,0.0014057879683940084,0.0011296431656588478,0.0007111363959607452,0.001759859211263099,0.001132438706754997,0.0014354281613062397
s,231,upon,0.001987493334626012,0.0017276895474782378,0.0017067273503057886,0.0019598432125429964,0.001811901930807995,0.0022428565020409996
s,232,us,0.003005477725532018,0.0022592863313176956,0.002275636467074385,0.001759859211263099,0.002887718702225242,0.0017942852016327995
s,233,use,0.00033932813030200206,0.0005315967838394578,0.00018963637225619874,0.0001999840012798976,0.00039635354736424893,0.00013457139012245997
s,234,used,4.847544718600029e-05,6.644959797993223e-05,0.00018963637225619874,0.0001999840012798976,0.00016986580601324953,
s,235,very,0.00019390178874400117,0.002093162336367865,0.00023704546532024842,0.00027997760179185663,0.0005662193533774985,0.0004934284304490198
s,236,want,0.0002908526831160017,6.644959797993223e-05,0.00018963637225619874,0.00031997440204783615,0.00033973161202649905,0.00022428565020409994
s,237,was,0.0016966406515100101,0.002757658316167187,0.0029867728630351303,0.0031997440204783617,0.003000962572900742,0.0018839994617144396
s,238,way,0.0005817053662320035,0.0003654727888896272,0.0003318636514483478,0.0003599712023038157,0.00033973161202649905,0.0012111425111021397
s,239,ways,4.847544718600029e-05,9.967439696989833e-05,4.7409093064049684e-05,,5.6621935337749844e-05,8.971426008163998e-05
s,240,we,0.0073197925250860435,0.005050169446474849,0.006115773005262409,0.004679625629949604,0.0054923277277617345,0.005023998564571839
s,241,well,0.0017451160986960105,0.0025915343212173565,0.0017067273503057886,0.0022798176145908326,0.0026612309608742427,0.0017045709415511596
s,242,went,4.847544718600029e-05,0.00016612399494983054,,0.00015998720102391808,0.00011324387067549969,8.971426008163998e-05
s,243,were,0.0016966406515100101,0.0009302943717190511,0.0018489546294979378,0.0021598272138228943,0.0019817677368212444,0.0013905710312654197
s,244,what,0.004653642929856028,0.00717655658183268,0.004646091120276869,0.005199584033277338,0.006171790951814733,0.005023998564571839
s,245,when,0.0020359687818120122,0.00179413914545817,0.002228227374010335,0.0018798496120310375,0.0016420361247947454,0.0017494280715919794
s,246,where,0.001308837074022008,0.0019270383414180345,0.0017067273503057886,0.0015198784097272219,0.0016420361247947454,0.0017942852016327995
s,247,whether,0.00019390178874400117,0.00023257359292976277,0.00014222727919214906,0.00011999040076793856,0.00022648774135099938,8.971426008163998e-05
s,248,which,0.0012118861796500072,0.0020599375373778987,0.0019911819086900866,0.0010799136069114472,0.0014721703187814959,0.003184856232898219
s,249,while,0.0008725580493480052,0.0003986975878795933,0.00023704546532024842,0.00047996160307175426,0.00022648774135099938,0.00035885704032655993
s,250,who,0.0012603616268360076,0.0014286663565685428,0.0010904091404731427,0.0014798816094712423,0.001811901930807995,0.0014802852913470596
s,251,whose,0.0008240826021620049,0.0010299687686889493,0.0007111363959607452,0.0009599232061435085,0.00045297548270199875,0.0006279998205714799
s,252,why,0.0018420669930680111,0.0019934879393979665,0.000758545489024795,0.0017198624110071194,0.003227450314251741,0.0013008567711837796
s,253,will,0.008531678704736052,0.005581766230314307,0.007253591238799602,0.005479561635069194,0.007134363852556481,0.004395998744000359
s,254,with,0.009404236754084057,0.008505548541431325,0.010430000474090931,0.009359251259899209,0.00719098578789423,0.010182568519266137
s,255,within,0.00033932813030200206,0.0006977207787892884,0.0006163182098326459,0.00031997440204783615,0.0006228412887152483,0.0006279998205714799
s,256,without,0.00024237723593000145,0.0006312711808093561,0.00023704546532024842,0.00023998080153587713,0.00039635354736424893,0.00031399991028573993
s,257,work,0.00024237723593000145,0.0003322479898996611,0.00014222727919214906,0.00023998080153587713,0.00022648774135099938,4.485713004081999e-05
s,258,would,0.0020359687818120122,0.0025915343212173565,0.0018963637225619873,0.00167986561075114,0.0019251458014834947,0.0020185708518368995
s,259,years,9.695089437200058e-05,9.967439696989833e-05,0.0003318636514483478,0.00011999040076793856,0.00033973161202649905,0.0006728569506122998
s,260,yet,0.0022298705705560136,0.0014618911555585089,0.0017541364433698383,0.00167986561075114,0.0019251458014834947,0.0022428565020409996
s,261,you,0.012264288138058074,0.01820718984650143,0.008581045844592993,0.007919366450683946,0.011720740614914217,0.0072668550666128385
s,262,young,0.00033932813030200206,0.0005648215828294239,0.000758545489024795,7.999360051195904e-05,0.00033973161202649905,0.0004934284304490198
s,263,younger,9.695089437200058e-05,3.3224798989966113e-05,,3.999680025597952e-05,,
s,264,your,0.009210334965340055,0.008040401355571799,0.007253591238799602,0.00667946564274858,0.004529754827019988,0.005651998385143318
s,265,across,,3.3224798989966113e-05,,,,
s,266,also,,3.3224798989966113e-05,,,,4.485713004081999e-05
s,267,asked,,3.3224798989966113e-05,,,,
s,268,asking,,6.644959797993223e-05,,,,
s,269,backed,,3.3224798989966113e-05,,,5.6621935337749844e-05,
s,270,became,,3.3224798989966113e-05,,3.999680025597952e-05,5.6621935337749844e-05,
s,271,c,,3.3224798989966113e-05,,,,
s,272,cases,,3.3224798989966113e-05,,,,
s,273,certain,,0.00013289919595986445,9.481818612809937e-05,,,
s,274,clearly,,3.3224798989966113e-05,,,,
s,275,different,,3.3224798989966113e-05,,,,
s,276,does,,0.0008306199747491528,,3.999680025597952e-05,0.00028310967668874923,4.485713004081999e-05
s,277,e,,0.000299023190909695,0.00014222727919214906,0.00015998720102391808,0.00011324387067549969,8.971426008163998e-05
s,278,ended,,3.3224798989966113e-05,,3.999680025597952e-05,5.6621935337749844e-05,
s,279,ending,,3.3224798989966113e-05,,,,
s,280,faces,,6.644959797993223e-05,9.481818612809937e-05,3.999680025597952e-05,,4.485713004081999e-05
s,281,few,,9.967439696989833e-05,4.7409093064049684e-05,3.999680025597952e-05,0.00016986580601324953,0.00013457139012245997
s,282,herself,,0.00019934879393979665,4.7409093064049684e-05,,0.00016986580601324953,4.485713004081999e-05
s,283,important,,3.3224798989966113e-05,,,,
s,284,its,,6.644959797993223e-05,,3.999680025597952e-05,,
s,285,itself,,0.0007973951757591866,4.7409093064049684e-05,0.00011999040076793856,,0.0004934284304490198
s,286,just,,6.644959797993223e-05,0.00014222727919214906,0.00011999040076793856,5.6621935337749844e-05,0.00017942852016327997
s,287,large,,3.3224798989966113e-05,0.0003318636514483478,0.00015998720102391808,5.6621935337749844e-05,0.00022428565020409994
s,288,lets,,9.967439696989833e-05,4.7409093064049684e-05,,0.00028310967668874923,
s,289,likely,,6.644959797993223e-05,9.481818612809937e-05,3.999680025597952e-05,5.6621935337749844e-05,
s,290,n,,6.644959797993223e-05,0.00014222727919214906,3.999680025597952e-05,,0.00022428565020409994
s,291,necessary,,6.644959797993223e-05,,3.999680025597952e-05,0.00011324387067549969,
s,292,non,,3.3224798989966113e-05,,,,
s,293,numbers,,6.644959797993223e-05,,3.999680025597952e-05,5.6621935337749844e-05,
s,294,order,,9.967439696989833e-05,0.0002844545583842981,0.0001999840012798976,0.00016986580601324953,0.00017942852016327997
s,295,pointing,,3.3224798989966113e-05,,,,4.485713004081999e-05
s,296,points,,3.3224798989966113e-05,,,,4.485713004081999e-05
s,297,possible,,0.00013289919595986445,4.7409093064049684e-05,,0.00011324387067549969,
s,298,puts,,9.967439696989833e-05,,,,
s,299,quite,,0.00013289919595986445,0.00023704546532024842,,5.6621935337749844e-05,0.00013457139012245997
s,300,really,,3.3224798989966113e-05,,,,
s,301,saw,,0.0003986975878795933,9.481818612809937e-05,0.0001999840012798976,0.00022648774135099938,4.485713004081999e-05
s,302,seeming,,6.644959797993223e-05,,,,
s,303,sees,,3.3224798989966113e-05,9.481818612809937e-05,3.999680025597952e-05,5.6621935337749844e-05,4.485713004081999e-05
s,304,showing,,3.3224798989966113e-05,,,,8.971426008163998e-05
s,305,thing,,0.0008306199747491528,0.00018963637225619874,0.00027997760179185663,0.00016986580601324953,0.00022428565020409994
s,306,three,,0.0002657983919197289,0.00018963637225619874,0.0003999680025597952,0.0005095974180397486,0.00031399991028573993
s,307,took,,0.00013289919595986445,0.00014222727919214906,0.00031997440204783615,0.00016986580601324953,
s,308,toward,,0.00019934879393979665,4.7409093064049684e-05,7.999360051195904e-05,0.00011324387067549969,4.485713004081999e-05
s,309,until,,3.3224798989966113e-05,0.00014222727919214906,0.0003599712023038157,5.6621935337749844e-05,0.00013457139012245997
s,310,uses,,9.967439696989833e-05,,,,
s,311,wants,,6.644959797993223e-05,4.7409093064049684e-05,,,4.485713004081999e-05
s,312,whole,,0.00023257359292976277,0.00018963637225619874,0.0001999840012798976,0.00011324387067549969,8.971426008163998e-05
s,313,working,,6.644959797993223e-05,4.7409093064049684e-05,,,
s,314,works,,3.3224798989966113e-05,,3.999680025597952e-05,,4.485713004081999e-05
s,315,year,,0.00016612399494983054,9.481818612809937e-05,3.999680025597952e-05,0.00011324387067549969,8.971426008163998e-05
s,316,although,,,0.00018963637225619874,0.0001999840012798976,0.00016986580601324953,0.00022428565020409994
s,317,began,,,0.00014222727919214906,7.999360051195904e-05,0.00011324387067549969,
s,318,certainly,,,4.7409093064049684e-05,,,
s,319,during,,,0.00014222727919214906,,,
s,320,everyone,,,4.7409093064049684e-05,,5.6621935337749844e-05,
s,321,fact,,,4.7409093064049684e-05,7.999360051195904e-05,,
s,322,fully,,,4.7409093064049684e-05,,5.6621935337749844e-05,
s,323,greatest,,,9.481818612809937e-05,0.00015998720102391808,,4.485713004081999e-05
s,324,interest,,,4.7409093064049684e-05,3.999680025597952e-05,5.6621935337749844e-05,
s,325,member,,,4.7409093064049684e-05,,,
s,326,members,,,4.7409093064049684e-05,,,
s,327,presented,,,4.7409093064049684e-05,,,
s,328,smallest,,,4.7409093064049684e-05,,,
s,329,states,,,9.481818612809937e-05,,,
s,330,wanted,,,4.7409093064049684e-05,,,
s,331,wanting,,,0.00014222727919214906,,,0.00013457139012245997
s,332,backs,,,,3.999680025597952e-05,,4.485713004081999e-05
s,333,downs,,,,3.999680025597952e-05,,
s,334,early,,,,3.999680025597952e-05,5.6621935337749844e-05,
s,335,h,,,,3.999680025597952e-05,,
s,336,nobody,,,,3.999680025597952e-05,5.6621935337749844e-05,
s,337,number,,,,7.999360051195904e-05,5.6621935337749844e-05,0.00013457139012245997
s,338,orders,,,,3.999680025597952e-05,,
s,339,youngest,,,,3.999680025597952e-05,,
s,340,big,,,,,5.6621935337749844e-05,4.485713004081999e-05
s,341,everybody,,,,,5.6621935337749844e-05,
s,342,generally,,,,,5.6621935337749844e-05,4.485713004081999e-05
s,343,pointed,,,,,5.6621935337749844e-05,
s,344,today,,,,,0.00011324387067549969,
s,345,wells,,,,,5.6621935337749844e-05,
s,346,however,,,,,,4.485713004081999e-05
s,347,longest,,,,,,0.00013457139012245997
s,348,turning,,,,,,8.971426008163998e-05
